operador,cnpj,cluster_id,operator_source_status,presenca_local,familia_produto_generica,experiencia_b2g,produto_equivalente,escala_estoque,prazo_logistica,habilitacao,preco_entregue,participacao_pe39,gate_status,nota
Comercial Passo,,T08,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Comercial Passo,,T09,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Marta Ferragem,,T01,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Marta Ferragem,,T02,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Marta Ferragem,,T03,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Marta Ferragem,,T04,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Marta Ferragem,,T05,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Marta Ferragem,,T06,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Marta Ferragem,,T07,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Marta Ferragem,,T08,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Marta Ferragem,,T09,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Casa do Led / Ferragem Bueno,,T01,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Casa do Led / Ferragem Bueno,,T02,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Casa do Led / Ferragem Bueno,,T03,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Casa do Led / Ferragem Bueno,,T04,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Casa do Led / Ferragem Bueno,,T05,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Casa do Led / Ferragem Bueno,,T06,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Casa do Led / Ferragem Bueno,,T07,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Casa do Led / Ferragem Bueno,,T08,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Casa do Led / Ferragem Bueno,,T09,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
